ID,Title,Delivery Team,PreConditions,Section,Section Hierarchy,Steps (Expected Result),Steps (Step),Tags,Type,Can be automated on Printers,Can be automated on Simulators,Cannot be automated,Need Information,Dependencies,Comments,
C52005831,Dot1x_42_PEAP_IP_Config_Method_Change,Workstream: Connectivity,,802.1_Manual,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > 802.1_Manual,,,Dune_Specific,Manual,,,Cannot be automated,,,steps and expected result missing ,
C52005832,Dot1x_43_EAP_TLS_IP_Config_Method_Change,Workstream: Connectivity,,802.1_Manual,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > 802.1_Manual,,,Dune_Specific,Manual,,,Cannot be automated,,,steps and expected result missing ,
C52005833,Dot1x_45_EAP_TLS_Power_Cycle,Workstream: Connectivity,,802.1_Manual,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > 802.1_Manual,,,Dune_Specific,Manual,,,Cannot be automated,,,steps and expected result missing ,
C52005835,Dot1x_44_PEAP_Power_Cycle,Workstream: Connectivity,,802.1_Manual,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > 802.1_Manual,,,Dune_Specific,Manual,,,Cannot be automated,,,steps and expected result missing ,
C52005836,Verify the Printer behavior by installing invalid certificates on printer for EAPTLS authentication expired CA and valid printer certificate,,,802.1_Manual,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > 802.1_Manual,1. Authentication should not be successful. In wireshark we should be seeing Failure/legacy Nak packet. DUT should not go to bad state,"1. 1.Install expired CA certificate using LEDM and valid  printer certificate using EWS  
2.Configure printer with EAPTLS authentication.
3.Open wireshark to capture network packets.
Expected Result:
Authentication should not be successful. In wireshark we should be seeing Failure/legacy Nak packet. DUT should not go to bad state",Dune_Specific,Manual,,,Cannot be automated,,,wireshark dependency,
C52005837,Verify the Printer behavior by installing invalid certificates on printer for PEAP authentication invalid CA and valid printer certificate,,,802.1_Manual,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > 802.1_Manual,1. Authentication should not be successful. In wireshark we should be seeing Failure/legacy Nak packet. DUT should not go to bad state,"1. 1.Install invalid CA certificate using LEDM and valid  printer certificate using EWS  
2.Configure printer with PEAP authentication.
3.Open wireshark to capture network packets.
Expected Result:
Authentication should not be successful. In wireshark we should be seeing Failure/legacy Nak packet. DUT should not go to bad state",Dune_Specific,Manual,,,Cannot be automated,,,wireshark dependency,
C52005838,Verify the Printer behavior by installing invalid certificates on server for EAPTLS authentication.,,,802.1_Manual,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > 802.1_Manual,1. Authentication should not be successful. In wireshark we should be seeing Failure/legacy Nak packet. DUT should not go to bad state,"1. 1.Install  CA certificate using LEDM and  printer certificate using EWS  
2. Change the printer date ( add 3 years)
3. Change the Radius server date (add 3 years)
4.Configure printer with EAPTLS authentication.
5.Open wireshark to capture network packets.
Expected Result:
Authentication should not be successful. In wireshark we should be seeing Failure/legacy Nak packet. DUT should not go to bad state",Dune_Specific,Manual,,,Cannot be automated,,,wireshark dependency,
C52005839,Verify the Printer behavior by installing invalid certificates on server for PEAP authentication.,,,802.1_Manual,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > 802.1_Manual,1. Authentication should not be successful. In wireshark we should be seeing Failure/legacy Nak packet. DUT should not go to bad state,"1. 1.Install  CA certificate using LEDM and  printer certificate using EWS  
2. Change the printer date ( add 3 years)
3.Configure printer with PEAP authentication.
4.Open wireshark to capture network packets.
Expected Result:
Authentication should not be successful. In wireshark we should be seeing Failure/legacy Nak packet. DUT should not go to bad state",Dune_Specific,Manual,,,Cannot be automated,,,wireshark dependency,
C52005840,Verify the printer EAPTLS authetication with server ID option enabled with and  without requires exact match,,,802.1_Manual,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > 802.1_Manual,"1. 1.EAP-TLS authentication should be successful.    
2.Check for the Success packets in the wireshark.
Certificates should be installed successfully. EAPTLS authentication should fail when provided with invalid server id option. In wireshark , check for the Failure/Legacy NAK packets.","1.Connect printer in network and make sure it is available.                                                                      2.Open wireshark to capture network packets.                  
3.Install Valid CA certificate using LEDM and printer certificate using EWS                    
4.Configure 802.1x settings using LEDM with protocol as EAPTLS and Invalid Server ID. Require_Server_Match field should be False. Configure the Port as Authenticated Port
Expected Result:
1.EAP-TLS authentication should be successful.    
2.Check for the Success packets in the Wireshark.
Configure 802.1x settings using LEDM with protocol as EAPTLS and Invalid Server ID.Require_Server_Match field should be true.Configure the Port as Authenticated Port Expected Result: Certificates should be installed successfully. EAPTLS authentication should fail when provided with invalid server id option. In wireshark , check for the Failure/Legacy NAK packets.",Dune_Specific,Manual,,,Cannot be automated,,,wireshark dependency,
C52005842,Verify the printer PEAPauthetication with server ID option enabled with and without requires exact match,Workstream: Connectivity,,802.1_Manual,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > 802.1_Manual,"1.PEAP authentication should not be successful.    2.Check for the Failure packets in the wireshark.
Certificates should be installed successfully. PEAP authentication should fail when provided with invalid server id option. In wireshark , check for the Failure/Legacy NAK packets.","1.Connect printer in network and make sure it is available.                                                                      2.Open wireshark to capture network packets.                  3.Install Valid CA certificate using LEDM and printer certificate using EWS                    4.Configure 802.1x settings using LEDM with protocol as PEAP and Invalid Server ID.Require_Server_Match field should be False.Configure the Port as Authenticated Port
Expected Result:
1.PEAP authentication should be successful.    2.Check for the Success packets in the wireshark.
Configure 802.1x settings using LEDM with protocol as PEAP and Invalid Server ID. Require_Server_Match field should be true. Configure the Port as Authenticated Port
Expected Result:
Certificates should be installed successfully. PEAP authentication should fail when provided with invalid server id option. In wireshark , check for the Failure/Legacy NAK packets.",Dune_Specific,Manual,,,Cannot be automated,,,wireshark dependency,
C52005845,Applicable only for wireless interface Verify Roaming functionality with PEAP and EAPTLS authentication,,,802.1_Manual,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > 802.1_Manual,"1. Certificates should be installed successfully. PEAP authentication should be successful. In network configuartion page, authentication details should be mentioned correctly.
On performing A & B, DUT should get authenticated automatically to the accesspoint which is power-on. Printer should go to bad state.
2. Certificates should be installed successfully. EAP authentication should be successful. In network configuartion page, authentication details should be mentioned correctly.
On performing A & B, DUT should get authenticated automatically to the accesspoint which is power-on. Printer should go to bad state.","1. 1.Open wireshark with filter eap || eapol
2.Connect printer in network and open EWS page -->Network tab-->Advanced settings-->Certificates.
3.Install valid ID and CA certificate.
4.Then go to Network tab-->Wireless-->Advanced settings-->Select authentication protocol as PEAP,Enter username,password,confirm password and click Apply .                                    5.Observe the wireshark traces for Success packet.
6.After the authentication is successful,print a network config page and verify the authentication.
7.Now to verify roaming between access points configure one more access point(2) with same settings/configurations as access point1. A)Turn off the access point 1 keeping accesspoint2 on. B)Later turn off the accesspoint2  and bring up the access point1.
Expected Result:
Certificates should be installed successfully. PEAP authentication should be successful. In network configuartion page, authentication details should be mentioned correctly.
On performing A & B, DUT should get authenticated automatically to the accesspoint which is power-on. Printer should go to bad state.
2. 1.Open wireshark with filter eap || eapol
2.Connect printer in network and open EWS page -->Network tab-->Advanced settings-->Certificates.
3.Install valid ID and CA certificate.
4.Then go to Network tab-->Wireless-->Advanced settings-->Select authentication protocol as EAP,Enter usernameand click Apply .                                    5.Observe the wireshark traces for Success packet.
6.After the authentication is successful,print a network config page and verify the authentication.
7.Now to verify roaming between access points configure one more access point(2) with same settings/configurations as access point1. A)Turn off the access point 1 keeping accesspoint2 on. B)Later turn off the accesspoint2  and bring up the access point1.
Expected Result:
Certificates should be installed successfully. EAP authentication should be successful. In network configuartion page, authentication details should be mentioned correctly.
On performing A & B, DUT should get authenticated automatically to the accesspoint which is power-on. Printer should go to bad state.",Dune_Specific,Manual,,,Cannot be automated,,,wireshark dependency,
C52005846,EAPTLS authentication after IP configuration change DHCP to Manual,Workstream: Connectivity,,802.1_Manual,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > 802.1_Manual,"Changing from DHCP to Manual should do  re-authentication . You must see success packets in wireshark.
Changing from Manual to DHCP should not re-authenticate and no success packets hould be observed.
All the network related settings done in the step 1 should be set to default 
Printer should be up without any issue in accessing","Configure printer with EAPTLS authentication.    2.From EWS->Network tab->Wired->IPV4 configuration->change from DHCP to Manual->Enter a valid ip(which is not in network), subnet mask, gateway and apply.

Then change the IP configuation from Manual to DHCP and check the wireshark packets???

Do Restore Network defaults from UI/EWS",,Manual,,,Cannot be automated,,,wireshark dependency,
C52005848,PEAP authentication after IP configuration change DHCP to Manual,,,802.1_Manual,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > 802.1_Manual,"1. Changing from DHCP to Manual should not re-authentication . You must see failure packets in Wireshark.
2. Changing from Manual to DHCP should not re-authenticate and no success packets should be observed.","1. 1.Configure printer with PEAP authentication.    2.From EWS->Network tab->Wired->IPV4 configuration->change from DHCP to Manual->Enter a valid ip(which is not in network), subnet mask, gateway and apply.
Expected Result:

2. 1. Then change the IP configuration from Manual to DHCP and check the Wireshark packets
Expected Result:
Changing from Manual to DHCP should not re-authenticate and no success packets should be observed.",,Manual,,,Cannot be automated,,,wireshark dependency,
C52005850,Verify authentication when printer firmware is upgraded or downgraded,,,802.1_Manual,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > 802.1_Manual,"1. Authentication should be successful and hold on even when the firmware is downgraded.
2. Authentication should be successful and hold on even when the firmware is upgraded.","1. 1.Authenticate the printer successfully with EAPTLS/PEAP authentication.                                      2.Now downgrade printer with previous firmware.    3.Bring up the printer.      4. Check that the printer still holds the authentication.
Expected Result:
Authentication should be successful and hold on even when the firmware is downgraded.
2. 1.Authenticate the printer successfully with EAPTLS/PEAP authentication.                                      2.Now upgrade printer with latest firmware.    3.Bring up the printer.      4. Check that the printer still holds the authentication.
Expected Result:
Authentication should be successful and hold on even when the firmware is upgraded.",Dune_Specific,Manual,Yes,Yes,,,,,
C52005851,Verify the printer authetication is reset,,,802.1_Manual,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > 802.1_Manual,"1. Reset authentication should be successful.
2. Reset authentication should be successful.","1.Configure Radius server with EAP/PEAP authentication mode.
2.Configure the print server to match the radius authentication.
3.Connect the device using EAP/PEAP authentication and select the option ""reset 802.1x security"" from the front panel.
Expected Result:
Reset authentication should be successful.
1. Connect printer in network and open EWS page.  
2. Open Network tab->Advanced settings->Certificates.                                                                           3. Install valid ID and CA certificates.                    
4. Under Network tab->Advanced settings->802.1x authentication->Select protocol as PEAP/EAPTLS,enter valid Username, password, confirm password and click Apply.         
5.In wireshark  check for success packets.               
6.From EWS->Network tab->Advanced settings->802.1x authentication->click on Restore Defaults and click on Apply.
Expected Result:
Reset authentication should be successful.",Dune_Specific,Manual,,,Cannot be automated,,Wireshark,,
